Rounds,Fairway Percentage,Avg Distance,gir,Average Putts,Average Scrambling,Average SG Putts,SG:OTT,SG:APR,SG:ARG
72.0,68.44,282.3,64.32,29.18,57.68,-0.0279999999999999,0.2319999999999999,0.0069999999999999,0.139
65.0,68.03,280.3,64.48,29.1,60.77,0.247,0.166,0.046,-0.052
82.0,67.8,289.4,66.94,28.68,61.07,0.182,0.611,0.48,0.2
75.0,67.78,279.0,65.26,29.32,56.08,0.051,-0.042,-0.113,-0.354
51.0,67.64,275.1,62.24,29.04,61.26,-0.427,-0.087,-0.401,0.003
72.0,67.42,280.1,64.37,28.9,56.12,0.545,-0.243,-0.479,-0.21
97.0,67.36,282.3,67.3,29.24,61.47,-0.465,0.204,0.379,0.348
86.0,67.25,287.5,66.41,29.33,59.42,0.246,0.406,0.214,-0.008
81.0,66.95,279.1,66.52,29.05,63.58,0.564,-0.134,-0.074,-0.043
91.0,66.61,290.0,67.58,29.41,58.87,0.382,0.417,0.285,0.05
49.0,66.5,277.4,63.64,29.02,59.72,-0.379,-0.37,-0.026,0.095
69.0,66.48,271.7,61.71,28.78,56.47,0.435,-0.625,-0.847,-0.242
100.0,66.36,290.9,69.39,30.13,55.35,-0.6759999999999999,0.594,0.401,-0.221
110.0,66.28,286.3,68.84,29.1,62.56,0.03,0.28,0.414,0.032
65.0,66.23,280.9,65.98,29.23,57.79,0.037,-0.142,-0.055,-0.015
85.0,66.04,278.3,65.87,29.12,62.98,0.337,0.096,0.154,0.258
78.0,65.99,281.8,65.77,29.31,60.31,0.067,-0.128,0.118,-0.125
82.0,65.95,273.8,63.68,28.4,61.76,0.594,-0.5379999999999999,0.052,0.395
94.0,65.8,298.6,70.51,29.63,59.72,0.1,0.488,0.64,-0.159
70.0,65.74,276.3,64.44,28.79,54.69,0.185,-0.156,0.034,-0.095
68.0,65.62,286.0,65.28,29.4,59.76,-0.0279999999999999,-0.012,0.255,-0.03
50.0,65.32,289.8,63.53,28.61,56.95,0.103,-0.042,0.148,-0.247
71.0,65.24,274.8,64.43,29.07,59.44,-0.011,-0.365,0.012,0.002
83.0,64.93,284.7,67.97,30.0,56.53,0.146,0.138,-0.122,-0.089
68.0,64.87,285.8,63.24,28.88,58.44,-0.009,0.301,-0.255,-0.022
78.0,64.81,285.9,67.53,29.4,59.11,-0.231,0.475,0.44,-0.103
79.0,64.79,275.1,56.68,27.51,63.8,0.428,-0.5770000000000001,-0.4529999999999999,0.336
62.0,64.78,292.1,66.0,29.69,54.65,-0.002,0.104,0.209,-0.191
69.0,64.75,286.3,60.68,29.02,60.22,0.173,0.062,-0.905,0.126
83.0,64.74,292.3,66.0,28.89,63.98,0.145,0.396,0.123,0.22
99.0,64.74,291.6,67.85,29.58,56.89,-0.281,0.42,0.373,-0.288
80.0,64.68,289.0,64.25,28.94,57.17,0.609,0.432,-0.053,-0.233
86.0,64.36,276.3,63.11,28.38,59.02,0.348,-0.341,-0.255,0.363
83.0,64.21,289.8,68.92,29.51,54.75,-0.284,0.41,0.451,-0.11
96.0,64.17,293.8,67.48,29.14,55.69,0.381,0.465,-0.121,-0.069
72.0,63.8,285.9,65.63,29.59,53.35,-0.181,0.186,0.025,-0.1
62.0,63.57,296.6,68.89,29.3,60.71,-0.188,0.4589999999999999,0.961,0.491
48.0,63.54,293.4,67.87,29.67,56.39,-0.247,0.182,-0.4479999999999999,-0.018
87.0,63.48,281.1,62.77,29.08,55.92,-0.161,-0.1939999999999999,0.191,0.163
92.0,63.3,285.4,66.67,28.93,57.95,0.313,0.216,0.517,0.225
66.0,63.11,285.0,64.9,28.41,66.19,0.335,-0.216,0.2769999999999999,0.362
46.0,63.03,277.1,62.25,28.75,59.53,0.402,-0.568,-0.7070000000000001,0.285
75.0,63.02,282.1,60.56,28.34,59.92,0.176,-0.2239999999999999,-0.498,0.295
80.0,62.89,287.2,67.01,29.09,61.68,0.104,-0.079,0.1689999999999999,0.149
60.0,62.87,278.1,62.16,28.21,61.52,0.528,-0.4589999999999999,0.583,0.628
88.0,62.82,300.6,66.54,28.94,60.88,0.25,0.698,0.27,0.185
77.0,62.8,276.8,61.64,28.01,59.33,0.857,-0.552,-0.237,-0.102
67.0,62.8,284.9,65.7,30.14,53.47,-0.7090000000000001,0.341,-0.222,-0.215
56.0,62.79,286.7,62.7,29.11,56.65,-0.069,0.133,-0.5,-0.1369999999999999
59.0,62.71,299.2,67.98,30.22,54.57,-0.2289999999999999,0.55,-0.091,-0.176
70.0,62.59,290.3,65.22,29.42,61.57,-0.484,0.439,0.479,0.17
79.0,62.57,281.3,65.68,28.38,60.86,0.6920000000000001,-0.025,0.121,0.354
88.0,62.53,284.7,65.21,28.71,65.21,0.353,-0.28,-0.2189999999999999,0.387
61.0,62.5,293.2,67.59,28.85,60.0,0.426,-0.142,1.533,0.247
79.0,62.45,278.9,64.0,29.08,59.47,0.04,-0.302,-0.124,0.215
71.0,62.42,280.6,63.6,29.73,52.39,-0.4479999999999999,-0.3279999999999999,-0.267,-0.105
59.0,62.42,281.7,63.52,28.83,61.49,0.177,0.2,-0.153,0.29
88.0,62.4,277.0,64.33,28.4,64.6,0.34,-0.578,0.52,0.3329999999999999
88.0,62.4,291.2,68.48,29.99,56.35,0.006,0.461,0.362,-0.317
46.0,62.35,282.6,64.55,29.48,55.97,-0.564,-0.115,-0.568,0.389
65.0,62.32,289.5,64.1,29.03,55.71,-0.217,0.3379999999999999,-0.174,-0.0139999999999999
85.0,62.31,288.2,67.79,29.27,62.01,0.266,0.365,0.346,0.289
61.0,62.31,288.1,69.13,30.89,57.23,-0.8759999999999999,0.371,0.501,-0.021
75.0,62.3,281.8,65.33,28.88,60.47,0.2289999999999999,-0.208,-0.118,0.165
75.0,62.27,286.4,63.59,28.65,59.59,0.425,0.143,0.141,0.074
88.0,62.08,279.7,64.71,28.48,57.78,0.484,-0.1989999999999999,0.179,-0.119
83.0,62.08,285.7,64.46,28.72,59.13,0.221,-0.062,0.2269999999999999,0.067
65.0,61.88,289.5,64.1,28.97,59.76,0.124,0.089,-0.435,-0.026
61.0,61.84,297.8,68.8,29.52,56.38,-0.027,0.7340000000000001,0.5479999999999999,0.055
65.0,61.62,293.7,66.41,30.51,51.91,-0.851,0.541,0.307,-0.083
86.0,61.56,290.7,65.99,29.49,57.17,0.0279999999999999,0.025,-0.135,0.105
80.0,61.52,292.9,66.11,29.44,58.4,-0.3379999999999999,0.276,0.37,0.077
66.0,61.39,279.4,61.78,29.18,57.71,-0.12,-0.28,-0.179,0.067
59.0,61.36,279.1,61.11,29.09,57.14,0.038,-0.273,-0.787,-0.21
61.0,61.36,288.4,64.85,30.0,52.59,0.1369999999999999,0.402,-0.07,-0.335
69.0,61.35,290.1,67.87,29.35,56.64,-0.039,-0.127,0.505,-0.055
65.0,61.28,291.0,67.46,28.92,57.45,0.591,0.131,0.5379999999999999,0.259
82.0,61.24,283.5,63.62,29.07,58.85,-0.205,-0.1159999999999999,0.28,0.055
73.0,61.19,283.6,66.51,29.94,59.13,-0.365,-0.181,0.162,0.094
62.0,60.94,281.0,63.98,28.98,63.83,0.024,-0.143,0.313,0.005
57.0,60.94,285.1,62.18,29.82,55.67,-0.337,-0.161,-0.268,0.1169999999999999
46.0,60.91,290.1,65.91,29.7,52.96,0.067,-0.027,-0.295,-0.308
68.0,60.78,293.4,63.64,29.5,56.18,-0.127,0.389,-0.195,-0.0579999999999999
86.0,60.77,293.7,66.53,29.46,53.44,0.022,0.365,0.083,-0.133
78.0,60.7,288.9,67.03,29.58,58.76,-0.249,-0.286,0.525,-0.033
89.0,60.64,287.5,62.61,28.54,58.74,0.147,0.316,-0.856,0.096
79.0,60.57,289.3,65.95,29.96,53.97,-0.138,0.344,-0.258,0.13
59.0,60.55,274.9,63.84,29.67,54.99,0.211,-0.632,-0.034,0.208
79.0,60.51,284.3,66.53,29.27,56.51,0.063,0.038,0.365,0.051
58.0,60.49,291.5,63.89,29.86,49.34,-0.216,0.231,-0.564,-0.526
74.0,60.31,289.4,70.48,30.29,53.23,-0.584,-0.181,0.7140000000000001,-0.2269999999999999
56.0,60.19,287.2,63.14,29.67,57.39,-0.337,-0.217,0.125,0.143
66.0,60.16,294.1,67.47,29.71,57.58,-0.181,0.248,-0.28,-0.185
70.0,60.13,295.0,67.4,29.75,55.14,-0.16,0.166,-0.105,-0.155
69.0,59.87,296.1,65.85,29.01,55.02,0.301,0.195,0.711,0.061
62.0,59.86,295.4,64.61,29.98,52.66,-0.205,0.424,-0.437,-0.306
73.0,59.76,292.8,65.73,29.85,54.79,-0.669,0.064,-0.045,0.036
62.0,59.76,275.6,61.67,28.82,64.25,-0.427,-0.514,-0.23,0.38
86.0,59.72,293.1,67.75,29.28,57.77,-0.2739999999999999,0.273,0.4679999999999999,0.002
89.0,59.65,289.0,65.92,28.26,65.38,0.456,-0.213,0.62,0.099
84.0,59.57,294.0,65.48,29.05,53.83,0.128,0.3329999999999999,0.262,-0.145
75.0,59.57,297.7,65.57,29.27,57.95,0.0,0.1639999999999999,-0.3979999999999999,0.003
71.0,59.54,298.1,67.37,30.45,53.72,-0.6829999999999999,0.64,0.419,-0.708
82.0,59.43,290.2,62.22,29.08,54.6,-0.0279999999999999,0.026,-0.252,0.126
68.0,59.28,293.6,65.74,29.14,60.44,0.121,0.001,-0.198,-0.092
70.0,59.27,277.9,62.48,28.7,60.52,0.432,-0.2289999999999999,-0.1639999999999999,0.3229999999999999
67.0,59.16,287.5,63.76,29.44,53.04,-0.57,-0.063,0.238,0.148
89.0,58.94,288.1,65.54,29.01,56.52,-0.092,0.3229999999999999,0.296,-0.2339999999999999
93.0,58.93,284.9,65.84,28.64,63.55,0.3979999999999999,-0.01,0.731,0.278
77.0,58.77,286.6,65.08,29.25,57.64,0.08,-0.099,0.345,-0.009
79.0,58.73,295.7,64.63,29.0,55.07,0.146,0.389,-0.379,-0.392
76.0,58.73,303.7,69.41,29.85,54.48,-0.096,0.937,0.292,-0.065
64.0,58.69,278.6,64.35,29.82,56.36,0.271,-0.461,-0.32,-0.436
95.0,58.65,295.2,66.02,28.95,56.11,0.477,0.115,0.098,-0.077
78.0,58.58,293.3,64.71,28.8,55.96,0.002,0.044,-0.079,-0.034
77.0,58.56,295.6,67.43,29.36,57.71,-0.243,0.1639999999999999,0.409,-0.103
79.0,58.56,291.8,66.74,29.13,56.12,-0.149,-0.183,0.885,-0.095
49.0,58.53,280.7,61.11,28.53,59.18,0.713,-0.662,-0.488,-0.147
61.0,58.52,288.4,64.12,29.66,51.97,-0.33,0.069,-0.527,-0.19
83.0,58.39,285.3,63.72,28.8,51.85,0.371,0.053,-0.165,-0.376
52.0,58.39,288.3,60.88,29.24,56.52,-0.131,-0.345,0.067,0.321
81.0,58.06,297.0,66.59,29.34,55.29,-0.212,0.005,0.313,-0.152
86.0,58.03,299.3,64.93,28.63,61.39,0.37,0.452,-0.013,0.1669999999999999
59.0,58.01,284.6,62.28,29.37,57.36,-0.02,-0.5479999999999999,-0.585,0.123
56.0,57.92,302.2,65.45,28.85,54.68,-0.093,0.624,0.42,0.032
58.0,57.87,284.9,62.4,29.64,52.77,-0.337,-0.733,0.296,-0.085
78.0,57.83,292.4,64.89,28.77,59.23,0.315,0.296,0.099,-0.384
63.0,57.72,289.6,61.74,28.98,58.08,-0.136,0.11,0.191,0.143
64.0,57.72,295.4,64.67,28.67,57.99,0.193,0.2269999999999999,-0.344,0.242
79.0,57.69,301.5,66.24,28.84,55.63,0.3329999999999999,0.411,0.461,-0.3229999999999999
94.0,57.6,303.8,66.98,29.34,54.58,0.062,0.331,0.4589999999999999,-0.392
48.0,57.5,301.9,66.55,30.52,50.54,-0.978,0.316,-0.314,-0.501
63.0,57.35,293.1,61.3,28.58,57.91,0.1169999999999999,-0.05,-0.437,0.17
78.0,57.3,287.9,66.67,28.56,58.55,0.6609999999999999,0.021,0.494,0.26
71.0,57.19,290.0,67.76,29.99,53.16,-0.238,-0.264,0.975,-0.0579999999999999
74.0,56.89,292.7,65.09,29.01,61.51,0.2339999999999999,0.012,-0.363,-0.076
76.0,56.54,283.7,60.89,28.39,61.5,0.312,-0.2269999999999999,-0.882,0.3939999999999999
84.0,56.34,291.0,61.04,29.07,53.99,0.089,-0.098,-0.361,-0.411
45.0,56.31,295.3,61.24,28.67,58.33,0.484,-0.306,0.192,0.138
63.0,56.26,287.3,61.67,28.5,59.66,0.449,0.075,0.304,0.247
73.0,56.19,294.0,64.99,29.73,55.43,0.069,0.294,-0.241,-0.059
83.0,56.13,292.0,63.79,28.6,60.44,0.35,0.089,-0.327,0.011
56.0,55.66,299.7,62.0,29.75,52.74,-0.2769999999999999,0.0289999999999999,-0.5760000000000001,-0.198
72.0,55.48,291.3,66.03,29.81,53.27,-0.6829999999999999,0.11,0.191,-0.165
56.0,55.46,285.3,66.13,30.17,53.0,-0.45,-1.058,0.257,-0.068
68.0,55.39,294.1,64.81,29.11,59.33,0.003,-0.206,-0.583,0.175
69.0,55.37,302.4,66.15,29.62,48.74,-0.437,0.509,0.5710000000000001,-0.528
60.0,55.07,270.5,56.9,28.07,59.11,0.288,-1.338,-0.12,0.3989999999999999
63.0,54.97,297.2,63.67,29.0,58.5,0.3379999999999999,-0.11,-0.308,-0.155
72.0,54.61,280.5,62.14,29.0,60.59,0.254,-1.071,-0.067,0.263
76.0,53.89,287.1,63.81,28.51,59.7,0.65,-0.422,0.022,0.139
50.0,53.8,305.7,66.78,30.74,49.82,-0.579,0.552,0.322,-0.563
83.0,53.67,300.4,65.53,28.92,62.91,0.08,0.136,0.092,0.118
78.0,53.57,298.2,62.3,29.12,53.24,-0.184,0.144,-0.038,-0.006
69.0,53.38,299.6,65.81,29.31,57.5,0.053,-0.054,-0.174,0.003
71.0,53.36,305.8,66.75,29.4,53.22,-0.1009999999999999,0.332,0.6629999999999999,-0.09
78.0,53.17,303.2,65.67,28.96,58.3,-0.119,0.079,0.201,0.0289999999999999
87.0,53.11,294.8,66.73,28.66,64.83,0.4379999999999999,0.133,-0.084,0.374
67.0,53.04,300.2,61.97,28.48,62.47,-0.046,0.0409999999999999,-0.6409999999999999,0.316
45.0,52.24,283.6,59.75,28.82,56.44,-0.0409999999999999,-0.208,-0.285,0.1969999999999999
84.0,52.18,298.5,66.07,28.87,60.62,0.276,0.0819999999999999,0.407,0.1639999999999999
49.0,51.59,296.2,62.84,29.58,55.15,0.011,-0.58,-0.498,-0.331
71.0,51.5,298.8,64.26,29.52,53.36,-0.4629999999999999,-0.162,-0.163,0.315
68.0,50.71,288.5,58.0,27.8,57.72,0.6609999999999999,-0.603,-0.669,0.293
65.0,45.58,306.3,62.39,29.39,54.0,-0.267,-0.447,-0.5329999999999999,-0.0969999999999999
84.0,73.0,276.1,65.63,29.18,59.39,-0.077,-0.018,-0.218,0.245
93.0,71.69,278.9,67.84,29.87,58.33,-0.5539999999999999,0.248,0.427,-0.158
60.0,71.6,276.7,64.26,29.33,58.03,-0.121,0.285,0.151,-0.0139999999999999
85.0,70.71,280.0,68.19,29.05,63.83,0.423,0.225,0.83,0.275
55.0,70.11,285.5,66.26,29.02,51.83,-0.282,0.49,0.6409999999999999,-0.478
60.0,69.75,275.5,66.09,29.22,61.86,-0.141,0.131,0.012,0.1889999999999999
62.0,69.7,274.8,68.87,29.36,58.46,0.505,-0.044,0.408,0.036
83.0,69.24,273.0,60.55,28.59,56.86,-0.113,-0.371,-0.073,0.079
91.0,68.95,281.9,66.99,29.53,55.25,-0.077,0.17,0.124,-0.067
71.0,68.72,285.6,68.29,29.37,54.99,0.1889999999999999,0.106,-0.187,0.071
99.0,68.69,288.3,66.44,29.15,55.52,0.1669999999999999,0.391,0.031,-0.025
84.0,68.62,276.0,64.03,29.36,57.82,-0.102,-0.255,0.043,0.069
83.0,68.57,282.5,66.13,29.86,56.52,-0.206,0.125,0.136,-0.1009999999999999
95.0,68.53,281.1,64.95,28.45,60.37,0.568,0.1119999999999999,0.342,0.176
79.0,68.0,272.5,62.12,29.14,55.24,0.184,-0.5660000000000001,-0.545,-0.053
74.0,67.93,281.4,66.51,29.39,58.77,-0.086,-0.086,0.184,0.206
88.0,67.74,293.1,68.97,29.9,53.71,-0.109,0.4,0.372,-0.122
91.0,67.24,277.1,63.47,28.61,58.92,0.37,-0.012,0.146,0.09
83.0,67.16,285.3,65.66,29.41,58.48,-0.127,0.287,0.084,-0.214
72.0,67.03,285.8,69.36,29.64,58.24,0.0,0.049,0.025,0.105
83.0,66.9,292.4,69.17,29.07,62.42,0.153,0.5529999999999999,0.519,0.222
63.0,66.58,290.2,68.79,29.42,59.87,-0.068,0.546,0.0279999999999999,-0.1159999999999999
75.0,66.09,289.0,63.85,28.67,58.4,0.217,0.207,-0.2739999999999999,0.1889999999999999
81.0,65.93,291.0,68.59,29.44,57.37,0.039,0.503,0.473,-0.016
80.0,65.91,281.5,62.03,28.39,61.3,0.193,-0.255,0.301,0.206
65.0,65.84,284.5,66.84,29.89,54.71,-0.608,0.192,0.5579999999999999,-0.203
107.0,65.83,288.4,65.91,29.35,56.01,0.2319999999999999,0.237,-0.055,-0.057
69.0,65.82,290.9,70.34,29.41,61.98,-0.122,0.355,0.84,0.5670000000000001
89.0,65.75,287.6,66.35,28.87,56.77,0.424,0.163,0.27,-0.009
104.0,65.69,282.6,64.61,28.68,60.91,0.349,0.019,0.309,-0.023
61.0,65.49,293.8,63.65,28.81,58.29,0.083,0.377,-0.131,-0.205
75.0,65.45,283.3,64.79,29.08,60.44,0.154,-0.003,-0.437,0.158
101.0,65.44,290.3,63.92,28.79,58.99,0.132,0.337,-0.37,0.1009999999999999
92.0,65.36,290.6,68.41,29.62,58.49,0.048,0.244,0.03,0.2689999999999999
99.0,65.36,290.4,69.06,29.56,56.9,-0.1669999999999999,0.524,0.318,-0.163
90.0,65.2,286.8,64.02,29.48,61.76,-0.205,0.08,-0.083,0.131
63.0,65.16,280.1,64.96,28.63,62.66,0.818,-0.188,0.5820000000000001,0.43
74.0,65.15,296.8,69.53,30.5,53.04,-1.055,0.6679999999999999,0.466,-0.162
57.0,65.13,285.0,61.61,28.39,64.34,0.103,0.186,0.068,0.207
85.0,65.09,292.9,67.75,29.64,58.61,-0.263,0.351,0.711,-0.359
72.0,65.08,271.2,64.23,28.86,59.76,0.591,-0.6759999999999999,-0.008,-0.196
86.0,65.06,286.2,65.38,28.51,62.43,0.472,0.11,0.49,0.309
81.0,65.0,279.2,64.59,29.25,56.07,-0.037,-0.11,0.128,-0.162
84.0,64.79,296.1,67.07,28.81,55.69,0.542,0.45,0.665,-0.22
57.0,64.66,281.4,67.21,30.22,58.47,-0.688,0.062,0.252,-0.226
88.0,64.66,284.0,66.48,29.48,56.5,-0.109,0.067,0.3289999999999999,-0.003
83.0,64.46,293.3,69.13,30.01,54.9,-0.193,0.2019999999999999,0.23,-0.047
84.0,64.43,293.2,64.99,29.17,56.79,-0.2019999999999999,0.4579999999999999,0.228,0.034
88.0,64.41,290.4,66.6,29.58,58.79,0.102,0.195,0.0559999999999999,0.003
73.0,64.36,286.8,64.81,28.75,57.24,0.432,0.102,-0.138,0.195
81.0,64.25,295.4,66.16,29.48,58.0,-0.034,0.627,-0.2689999999999999,0.107
77.0,64.18,284.5,63.32,29.33,55.6,0.073,-0.191,-0.2769999999999999,-0.428
51.0,64.13,289.5,65.37,29.3,59.04,0.105,0.3429999999999999,0.297,0.1689999999999999
71.0,64.08,282.3,63.57,29.3,54.68,-0.344,0.064,0.153,0.382
69.0,63.93,297.4,67.58,28.91,63.17,0.3389999999999999,0.5529999999999999,1.224,0.1939999999999999
79.0,63.62,292.2,65.17,29.33,60.74,0.103,0.472,-0.18,0.273
62.0,63.47,284.6,66.87,30.18,53.59,-0.2319999999999999,-0.083,-0.221,-0.32
77.0,63.44,288.8,65.3,30.03,55.48,-0.1119999999999999,0.084,-0.376,-0.1119999999999999
115.0,63.42,288.8,69.17,29.44,58.6,0.144,0.185,0.754,0.0
78.0,63.34,268.9,63.29,29.3,58.49,-0.392,-0.86,0.34,0.424
73.0,63.31,285.4,68.33,29.06,60.15,0.134,0.1159999999999999,0.898,0.147
83.0,63.22,278.1,61.04,28.58,57.78,0.3379999999999999,-0.203,-0.239,-0.002
93.0,63.18,288.1,68.24,29.91,57.61,-0.054,0.051,0.126,0.133
88.0,62.72,288.8,64.93,29.5,57.23,-0.153,0.061,-0.131,0.203
51.0,62.65,284.2,64.78,30.13,48.99,-1.209,-0.204,0.204,-0.1889999999999999
57.0,62.48,299.2,64.68,29.32,53.71,0.257,0.198,-0.222,-0.18
65.0,62.41,299.5,68.78,29.46,55.37,-0.004,0.496,0.478,0.006
56.0,62.37,286.9,66.22,29.64,56.91,0.04,0.001,-0.294,-0.253
81.0,62.33,291.5,65.05,28.72,61.77,0.16,0.099,0.272,0.2319999999999999
88.0,62.32,284.0,65.91,29.4,56.85,0.346,-0.027,0.376,-0.31
86.0,62.31,286.6,63.37,28.88,61.55,0.0819999999999999,-0.236,-0.049,0.325
95.0,62.25,286.7,66.32,29.12,61.11,0.261,-0.022,-0.21,0.231
88.0,62.23,295.5,66.35,29.58,51.41,-0.48,0.3339999999999999,0.356,-0.123
70.0,62.22,280.7,64.84,29.09,61.23,-0.012,-0.106,-0.09,0.1
55.0,62.19,288.9,67.8,29.98,50.0,-0.514,-0.156,0.01,-0.498
60.0,62.17,298.1,69.75,30.06,48.3,-0.359,0.628,0.6809999999999999,-0.166
91.0,62.1,277.7,62.71,28.13,64.38,0.7040000000000001,-0.364,-0.486,0.293
73.0,62.01,290.1,63.66,28.74,62.63,0.238,0.158,0.168,0.127
79.0,62.01,290.3,69.55,29.92,54.5,-0.3429999999999999,0.08,0.208,-0.1169999999999999
88.0,62.0,282.0,59.83,27.93,62.0,0.506,-0.335,0.012,0.4589999999999999
81.0,61.93,289.3,67.68,29.55,56.03,-0.053,0.2,-0.066,0.045
101.0,61.91,292.0,66.32,28.7,59.35,0.293,0.434,0.236,-0.08
54.0,61.88,283.7,62.18,29.48,56.5,-0.255,-0.2769999999999999,-0.2769999999999999,-0.0969999999999999
69.0,61.82,287.6,63.14,28.97,55.02,0.011,0.123,-0.02,-0.223
86.0,61.7,290.0,67.41,29.76,56.96,0.021,0.0559999999999999,0.0559999999999999,-0.074
81.0,61.67,285.2,65.3,29.88,52.81,-0.353,-0.226,0.0579999999999999,-0.1669999999999999
90.0,61.65,302.7,66.54,28.88,57.55,0.33,0.68,0.238,-0.127
86.0,61.65,285.6,59.69,28.24,59.13,0.2789999999999999,-0.1969999999999999,-0.2289999999999999,0.43
89.0,61.63,292.8,66.22,29.34,58.22,-0.054,0.11,0.184,0.0279999999999999
99.0,61.62,295.4,66.22,29.41,59.3,-0.4039999999999999,0.435,0.52,0.212
83.0,61.59,277.5,64.91,28.91,61.32,0.6659999999999999,-0.632,0.1,0.188
77.0,61.47,288.6,67.47,28.79,58.65,0.211,0.222,0.319,0.371
56.0,61.41,295.8,62.65,28.74,58.95,0.084,0.356,0.445,0.039
62.0,61.38,285.9,64.51,29.0,57.39,0.13,-0.287,0.002,0.064
73.0,61.33,292.2,65.94,29.91,53.43,-0.579,0.088,-0.085,-0.15
97.0,61.3,298.6,67.5,29.53,56.07,-0.209,0.57,-0.231,-0.001
62.0,61.26,273.9,61.69,29.09,56.25,-0.318,-0.921,-0.0969999999999999,0.209
57.0,61.15,292.4,64.98,28.66,58.36,0.4,0.346,0.075,0.283
85.0,61.14,288.8,63.03,29.17,57.33,0.238,-0.149,-0.023,-0.053
79.0,61.12,285.1,63.85,29.23,55.37,-0.217,-0.132,-0.2269999999999999,-0.084
69.0,61.1,287.9,62.48,28.75,59.47,0.303,0.106,-0.6509999999999999,0.103
64.0,61.06,284.9,58.51,28.5,57.67,0.516,-0.118,-0.352,-0.192
84.0,61.04,287.4,62.24,28.81,58.67,-0.37,0.247,-0.021,0.129
80.0,60.89,285.5,66.23,28.92,58.44,0.096,-0.051,0.377,0.191
78.0,60.72,285.2,62.39,28.59,60.98,0.074,-0.4539999999999999,0.396,0.347
81.0,60.59,286.0,66.3,29.01,56.26,0.031,-0.327,0.165,0.16
96.0,60.58,285.4,66.3,29.24,58.6,0.282,-0.092,0.11,-0.047
70.0,60.56,275.3,57.74,28.62,57.57,0.276,-0.967,-0.7040000000000001,0.072
81.0,60.5,288.7,63.75,27.92,62.08,0.86,-0.276,0.11,0.316
79.0,60.36,304.3,66.74,29.63,57.68,-0.278,0.5,0.3339999999999999,-0.2339999999999999
79.0,60.34,279.4,60.44,28.93,59.18,-0.325,-0.401,-0.1169999999999999,0.2269999999999999
99.0,60.33,291.6,66.55,28.89,62.42,0.065,0.065,0.201,0.3879999999999999
65.0,60.22,291.2,64.5,29.8,50.13,-0.4679999999999999,0.17,-0.255,-0.2189999999999999
84.0,60.19,290.1,67.13,29.83,54.93,-0.425,-0.04,0.7509999999999999,-0.004
90.0,60.16,295.9,68.58,29.87,54.03,-0.416,0.336,0.367,0.012
58.0,60.11,279.3,62.93,29.27,55.62,-0.149,-0.4679999999999999,-0.737,0.092
59.0,60.1,293.7,65.11,29.23,51.68,0.01,-0.004,0.143,-0.179
84.0,59.98,297.5,68.25,29.67,56.04,-0.286,0.255,0.25,0.149
88.0,59.93,289.4,67.36,29.78,57.06,-0.174,0.152,0.193,0.163
67.0,59.86,293.6,62.17,28.41,59.67,-0.02,0.193,0.331,0.384
76.0,59.7,290.9,63.45,29.59,56.6,-0.122,-0.14,0.242,0.384
93.0,59.7,291.8,66.6,29.15,58.32,-0.195,0.032,0.444,-0.037
59.0,59.61,304.6,66.57,29.53,55.87,-0.138,0.605,0.494,0.203
86.0,59.49,306.9,67.06,29.9,52.61,-0.797,0.7859999999999999,0.439,-0.043
98.0,59.47,300.3,67.74,29.52,53.6,0.175,0.286,-0.038,-0.124
80.0,59.43,283.4,63.26,29.0,55.39,0.355,-0.375,0.317,-0.192
76.0,59.34,286.7,65.79,29.91,50.85,-0.428,-0.449,0.537,-0.286
105.0,59.34,300.4,67.41,29.28,58.0,0.142,0.355,0.102,0.122
77.0,59.16,298.2,65.3,29.52,55.92,0.099,0.374,0.175,-0.099
64.0,59.11,296.3,65.02,29.11,54.84,0.063,0.206,0.635,-0.038
83.0,59.1,290.5,67.56,29.45,58.68,-0.241,0.052,0.449,0.044
73.0,58.97,283.8,66.92,29.35,57.62,0.248,-0.479,0.048,0.083
72.0,58.9,286.3,63.65,27.89,61.57,0.804,-0.1,-0.01,0.367
97.0,58.86,296.8,66.43,29.29,55.11,-0.0279999999999999,-0.016,0.586,-0.0069999999999999
68.0,58.84,315.5,69.95,29.73,56.58,-0.28,1.485,0.265,0.059
78.0,58.77,283.6,60.0,28.87,55.75,0.427,-0.57,-1.141,0.094
87.0,58.6,300.2,65.39,29.69,55.9,-0.262,0.331,-0.016,-0.318
81.0,58.33,297.2,62.48,29.0,53.55,0.092,0.215,-0.6679999999999999,-0.155
61.0,58.19,311.6,66.46,29.66,53.13,-0.421,0.797,-0.226,-0.635
92.0,58.1,292.0,67.36,29.8,54.74,-0.488,-0.29,0.499,0.075
78.0,58.1,302.4,66.38,29.77,52.33,-0.405,0.3929999999999999,-0.113,-0.198
81.0,58.08,289.8,59.81,28.77,50.99,0.128,0.069,-0.76,-0.491
61.0,57.98,287.4,61.85,29.1,57.52,-0.145,-0.071,0.306,0.02
81.0,57.95,303.1,65.16,28.74,58.27,0.4529999999999999,0.485,0.258,-0.193
69.0,57.88,289.5,63.64,29.12,58.65,0.262,-0.22,0.406,0.0579999999999999
73.0,57.88,289.5,64.79,29.55,51.7,-0.294,-0.042,-0.728,-0.106
65.0,57.86,290.8,67.3,29.79,56.82,-0.242,0.108,-0.292,0.099
